% of Delayed Flights,Airport Code,Airport Name,Minutes of Delay per Flight,Carrier Code,Carrier Name,City,Date,Minutes of Delay,Number of Flights,Ontime Category,State
100%,DFW,Dallas/Fort Worth International,63,B6,JetBlue,Dallas/Fort Worth,6/1/2013,718,11.33,Delayed by Carrier,TX
100%,SLC,Salt Lake City International,77,B6,JetBlue,Salt Lake City,6/1/2013,585,7.61,Delayed by Carrier,UT
100%,SEA,Seattle/Tacoma International,63,B6,JetBlue,Seattle,6/1/2013,1458,23.2,Delayed by Carrier,WA
100%,PHX,Phoenix Sky Harbor International,61,DL,Delta,Phoenix,6/1/2013,3375,55.58,Delayed by Carrier,AZ
100%,LAX,Los Angeles International,70,DL,Delta,Los Angeles,6/1/2013,10909,155.3,Delayed by Carrier,CA
100%,SFO,San Francisco International,63,DL,Delta,San Francisco,6/1/2013,3691,58.4,Delayed by Carrier,CA
100%,DEN,Denver International,69,DL,Delta,Denver,6/1/2013,4521,65.38,Delayed by Carrier,CO
100%,MCO,Orlando International,70,DL,Delta,Orlando,6/1/2013,9747,139.17,Delayed by Carrier,FL
100%,ATL,Hartsfield-Jackson Atlanta,99,DL,Delta,Atlanta,6/1/2013,95551,969.97,Delayed by Carrier,GA
100%,ORD,Chicago O'Hare International,76,DL,Delta,Chicago,6/1/2013,3603,47.15,Delayed by Carrier,IL
100%,BOS,Logan International,77,DL,Delta,Boston,6/1/2013,6761,87.9,Delayed by Carrier,MA
100%,BWI,Baltimore/Washington International,61,DL,Delta,Baltimore,6/1/2013,3037,49.74,Delayed by Carrier,MD
100%,DTW,Detroit Metro Wayne County,78,DL,Delta,Detroit,6/1/2013,18938,241.84,Delayed by Carrier,MI
100%,MSP,Minneapolis-St Paul International,85,DL,Delta,Minneapolis,6/1/2013,22467,265.27,Delayed by Carrier,MN
100%,CLT,Charlotte Douglas International,57,DL,Delta,Charlotte,6/1/2013,2882,50.47,Delayed by Carrier,NC
100%,EWR,Newark Liberty International,91,DL,Delta,Newark,6/1/2013,2354,25.8,Delayed by Carrier,NJ
100%,LAS,McCarran International,63,DL,Delta,Las Vegas,6/1/2013,4816,76.29,Delayed by Carrier,NV
100%,JFK,John F. Kennedy International,65,DL,Delta,New York,6/1/2013,7547,115.62,Delayed by Carrier,NY
100%,LGA,LaGuardia,74,DL,Delta,New York,6/1/2013,7821,105.13,Delayed by Carrier,NY
100%,DFW,Dallas/Fort Worth International,41,DL,Delta,Dallas/Fort Worth,6/1/2013,2255,54.63,Delayed by Carrier,TX
100%,IAH,George Bush Intercontinental,73,DL,Delta,Houston,6/1/2013,1529,20.92,Delayed by Carrier,TX
100%,SLC,Salt Lake City International,63,DL,Delta,Salt Lake City,6/1/2013,8090,128.76,Delayed by Carrier,UT
100%,SEA,Seattle/Tacoma International,69,DL,Delta,Seattle,6/1/2013,5209,75.37,Delayed by Carrier,WA
,PHX,Phoenix Sky Harbor International,,EV,ExpressJet,Phoenix,6/1/2013,0,0,Delayed by Carrier,AZ
100%,DEN,Denver International,90,EV,ExpressJet,Denver,6/1/2013,5763,63.98,Delayed by Carrier,CO
100%,MCO,Orlando International,32,EV,ExpressJet,Orlando,6/1/2013,32,1,Delayed by Carrier,FL
100%,ATL,Hartsfield-Jackson Atlanta,93,EV,ExpressJet,Atlanta,6/1/2013,37671,406.28,Delayed by Carrier,GA
100%,ORD,Chicago O'Hare International,88,EV,ExpressJet,Chicago,6/1/2013,20637,235.67,Delayed by Carrier,IL
100%,BOS,Logan International,63,EV,ExpressJet,Boston,6/1/2013,597,9.47,Delayed by Carrier,MA
100%,BWI,Baltimore/Washington International,66,EV,ExpressJet,Baltimore,6/1/2013,658,9.95,Delayed by Carrier,MD
100%,DTW,Detroit Metro Wayne County,98,EV,ExpressJet,Detroit,6/1/2013,9391,95.55,Delayed by Carrier,MI
100%,MSP,Minneapolis-St Paul International,59,EV,ExpressJet,Minneapolis,6/1/2013,2600,43.74,Delayed by Carrier,MN
100%,CLT,Charlotte Douglas International,74,EV,ExpressJet,Charlotte,6/1/2013,5323,71.98,Delayed by Carrier,NC
100%,EWR,Newark Liberty International,91,EV,ExpressJet,Newark,6/1/2013,12646,138.7,Delayed by Carrier,NJ
100%,JFK,John F. Kennedy International,118,EV,ExpressJet,New York,6/1/2013,526,4.46,Delayed by Carrier,NY
100%,LGA,LaGuardia,82,EV,ExpressJet,New York,6/1/2013,3205,39.21,Delayed by Carrier,NY
100%,DFW,Dallas/Fort Worth International,90,EV,ExpressJet,Dallas/Fort Worth,6/1/2013,9394,104.8,Delayed by Carrier,TX
100%,IAH,George Bush Intercontinental,80,EV,ExpressJet,Houston,6/1/2013,23023,289.02,Delayed by Carrier,TX
100%,SLC,Salt Lake City International,59,EV,ExpressJet,Salt Lake City,6/1/2013,124,2.09,Delayed by Carrier,UT
100%,PHX,Phoenix Sky Harbor International,36,F9,Frontier,Phoenix,6/1/2013,161,4.52,Delayed by Carrier,AZ
100%,LAX,Los Angeles International,35,F9,Frontier,Los Angeles,6/1/2013,364,10.48,Delayed by Carrier,CA
100%,SFO,San Francisco International,38,F9,Frontier,San Francisco,6/1/2013,155,4.04,Delayed by Carrier,CA
100%,DEN,Denver International,68,F9,Frontier,Denver,6/1/2013,7260,106.94,Delayed by Carrier,CO
100%,MCO,Orlando International,79,F9,Frontier,Orlando,6/1/2013,502,6.38,Delayed by Carrier,FL
100%,ATL,Hartsfield-Jackson Atlanta,49,F9,Frontier,Atlanta,6/1/2013,245,4.98,Delayed by Carrier,GA
,ORD,Chicago O'Hare International,,F9,Frontier,Chicago,6/1/2013,0,0,Delayed by Carrier,IL
100%,DTW,Detroit Metro Wayne County,37,F9,Frontier,Detroit,6/1/2013,104,2.81,Delayed by Carrier,MI
100%,MSP,Minneapolis-St Paul International,29,F9,Frontier,Minneapolis,6/1/2013,231,7.94,Delayed by Carrier,MN
100%,LAS,McCarran International,65,F9,Frontier,Las Vegas,6/1/2013,560,8.57,Delayed by Carrier,NV
100%,LGA,LaGuardia,31,F9,Frontier,New York,6/1/2013,99,3.18,Delayed by Carrier,NY
100%,DFW,Dallas/Fort Worth International,59,F9,Frontier,Dallas/Fort Worth,6/1/2013,362,6.17,Delayed by Carrier,TX
100%,IAH,George Bush Intercontinental,58,F9,Frontier,Houston,6/1/2013,129,2.23,Delayed by Carrier,TX
100%,SLC,Salt Lake City International,64,F9,Frontier,Salt Lake City,6/1/2013,436,6.84,Delayed by Carrier,UT
100%,SEA,Seattle/Tacoma International,46,F9,Frontier,Seattle,6/1/2013,434,9.48,Delayed by Carrier,WA
100%,LAX,Los Angeles International,39,FL,AirTran,Los Angeles,6/1/2013,643,16.31,Delayed by Carrier,CA
100%,SFO,San Francisco International,37,FL,AirTran,San Francisco,6/1/2013,400,10.69,Delayed by Carrier,CA
100%,DEN,Denver International,57,FL,AirTran,Denver,6/1/2013,943,16.42,Delayed by Carrier,CO
100%,MCO,Orlando International,54,FL,AirTran,Orlando,6/1/2013,6816,125.43,Delayed by Carrier,FL
100%,ATL,Hartsfield-Jackson Atlanta,57,FL,AirTran,Atlanta,6/1/2013,12392,218.13,Delayed by Carrier,GA
100%,BOS,Logan International,34,FL,AirTran,Boston,6/1/2013,1061,31.38,Delayed by Carrier,MA
100%,BWI,Baltimore/Washington International,49,FL,AirTran,Baltimore,6/1/2013,2422,49.08,Delayed by Carrier,MD
100%,DTW,Detroit Metro Wayne County,39,FL,AirTran,Detroit,6/1/2013,525,13.45,Delayed by Carrier,MI
100%,MSP,Minneapolis-St Paul International,54,FL,AirTran,Minneapolis,6/1/2013,898,16.66,Delayed by Carrier,MN
100%,LAS,McCarran International,63,FL,AirTran,Las Vegas,6/1/2013,2442,38.63,Delayed by Carrier,NV
100%,LGA,LaGuardia,49,FL,AirTran,New York,6/1/2013,938,19.25,Delayed by Carrier,NY
100%,PHX,Phoenix Sky Harbor International,68,HA,Hawaiian,Phoenix,6/1/2013,135,2,Delayed by Carrier,AZ
100%,LAX,Los Angeles International,46,HA,Hawaiian,Los Angeles,6/1/2013,730,16,Delayed by Carrier,CA
100%,SFO,San Francisco International,34,HA,Hawaiian,San Francisco,6/1/2013,202,6,Delayed by Carrier,CA
100%,LAS,McCarran International,113,HA,Hawaiian,Las Vegas,6/1/2013,534,4.72,Delayed by Carrier,NV
100%,JFK,John F. Kennedy International,26,HA,Hawaiian,New York,6/1/2013,85,3.28,Delayed by Carrier,NY
100%,SEA,Seattle/Tacoma International,29,HA,Hawaiian,Seattle,6/1/2013,207,7.12,Delayed by Carrier,WA
100%,LAX,Los Angeles International,112,MQ,A. Eagle,Los Angeles,6/1/2013,4797,42.92,Delayed by Carrier,CA
100%,DEN,Denver International,101,MQ,A. Eagle,Denver,6/1/2013,2860,28.44,Delayed by Carrier,CO
100%,ATL,Hartsfield-Jackson Atlanta,65,MQ,A. Eagle,Atlanta,6/1/2013,3296,50.77,Delayed by Carrier,GA
100%,ORD,Chicago O'Hare International,135,MQ,A. Eagle,Chicago,6/1/2013,49306,365.65,Delayed by Carrier,IL
100%,BWI,Baltimore/Washington International,53,MQ,A. Eagle,Baltimore,6/1/2013,646,12.11,Delayed by Carrier,MD
100%,DTW,Detroit Metro Wayne County,62,MQ,A. Eagle,Detroit,6/1/2013,2000,32.07,Delayed by Carrier,MI
100%,MSP,Minneapolis-St Paul International,61,MQ,A. Eagle,Minneapolis,6/1/2013,1220,20.15,Delayed by Carrier,MN
100%,CLT,Charlotte Douglas International,72,MQ,A. Eagle,Charlotte,6/1/2013,3419,47.61,Delayed by Carrier,NC
100%,EWR,Newark Liberty International,55,MQ,A. Eagle,Newark,6/1/2013,1636,29.95,Delayed by Carrier,NJ
100%,JFK,John F. Kennedy International,127,MQ,A. Eagle,New York,6/1/2013,3260,25.57,Delayed by Carrier,NY
100%,LGA,LaGuardia,150,MQ,A. Eagle,New York,6/1/2013,8798,58.83,Delayed by Carrier,NY
100%,DFW,Dallas/Fort Worth International,119,MQ,A. Eagle,Dallas/Fort Worth,6/1/2013,30406,254.69,Delayed by Carrier,TX
100%,IAH,George Bush Intercontinental,102,MQ,A. Eagle,Houston,6/1/2013,1803,17.73,Delayed by Carrier,TX
100%,SLC,Salt Lake City International,50,MQ,A. Eagle,Salt Lake City,6/1/2013,846,16.81,Delayed by Carrier,UT
100%,PHX,Phoenix Sky Harbor International,74,OO,SkyWest,Phoenix,6/1/2013,5961,80.76,Delayed by Carrier,AZ
100%,LAX,Los Angeles International,88,OO,SkyWest,Los Angeles,6/1/2013,14065,159.25,Delayed by Carrier,CA
100%,SFO,San Francisco International,81,OO,SkyWest,San Francisco,6/1/2013,10677,131.66,Delayed by Carrier,CA
100%,DEN,Denver International,83,OO,SkyWest,Denver,6/1/2013,13437,161.01,Delayed by Carrier,CO
100%,MCO,Orlando International,151,OO,SkyWest,Orlando,6/1/2013,143,0.95,Delayed by Carrier,FL
100%,ATL,Hartsfield-Jackson Atlanta,89,OO,SkyWest,Atlanta,6/1/2013,2138,24.12,Delayed by Carrier,GA
100%,ORD,Chicago O'Hare International,78,OO,SkyWest,Chicago,6/1/2013,5473,69.82,Delayed by Carrier,IL
100%,BWI,Baltimore/Washington International,29,OO,SkyWest,Baltimore,6/1/2013,57,1.96,Delayed by Carrier,MD
100%,DTW,Detroit Metro Wayne County,74,OO,SkyWest,Detroit,6/1/2013,712,9.59,Delayed by Carrier,MI
100%,MSP,Minneapolis-St Paul International,65,OO,SkyWest,Minneapolis,6/1/2013,4912,75.63,Delayed by Carrier,MN
100%,CLT,Charlotte Douglas International,32,OO,SkyWest,Charlotte,6/1/2013,128,3.94,Delayed by Carrier,NC
,EWR,Newark Liberty International,,OO,SkyWest,Newark,6/1/2013,0,0,Delayed by Carrier,NJ
100%,LAS,McCarran International,45,OO,SkyWest,Las Vegas,6/1/2013,1088,24.41,Delayed by Carrier,NV
100%,DFW,Dallas/Fort Worth International,68,OO,SkyWest,Dallas/Fort Worth,6/1/2013,2728,40.18,Delayed by Carrier,TX
100%,IAH,George Bush Intercontinental,73,OO,SkyWest,Houston,6/1/2013,4041,55.58,Delayed by Carrier,TX
100%,SLC,Salt Lake City International,76,OO,SkyWest,Salt Lake City,6/1/2013,9814,128.71,Delayed by Carrier,UT
100%,SEA,Seattle/Tacoma International,60,OO,SkyWest,Seattle,6/1/2013,1285,21.26,Delayed by Carrier,WA
100%,PHX,Phoenix Sky Harbor International,67,UA,United,Phoenix,6/1/2013,2483,37.02,Delayed by Carrier,AZ
100%,LAX,Los Angeles International,61,UA,United,Los Angeles,6/1/2013,18000,292.72,Delayed by Carrier,CA
100%,SFO,San Francisco International,62,UA,United,San Francisco,6/1/2013,18805,302.64,Delayed by Carrier,CA
100%,DEN,Denver International,69,UA,United,Denver,6/1/2013,20122,293.51,Delayed by Carrier,CO
100%,MCO,Orlando International,67,UA,United,Orlando,6/1/2013,5217,77.52,Delayed by Carrier,FL
100%,ATL,Hartsfield-Jackson Atlanta,61,UA,United,Atlanta,6/1/2013,620,10.22,Delayed by Carrier,GA
100%,ORD,Chicago O'Hare International,63,UA,United,Chicago,6/1/2013,22290,355.86,Delayed by Carrier,IL
100%,BOS,Logan International,60,UA,United,Boston,6/1/2013,7240,120.45,Delayed by Carrier,MA
100%,BWI,Baltimore/Washington International,57,UA,United,Baltimore,6/1/2013,1421,24.83,Delayed by Carrier,MD
100%,DTW,Detroit Metro Wayne County,50,UA,United,Detroit,6/1/2013,315,6.3,Delayed by Carrier,MI
100%,MSP,Minneapolis-St Paul International,47,UA,United,Minneapolis,6/1/2013,332,7.11,Delayed by Carrier,MN
100%,CLT,Charlotte Douglas International,43,UA,United,Charlotte,6/1/2013,79,1.82,Delayed by Carrier,NC
100%,EWR,Newark Liberty International,75,UA,United,Newark,6/1/2013,17500,234.02,Delayed by Carrier,NJ
100%,LAS,McCarran International,66,UA,United,Las Vegas,6/1/2013,5041,76.68,Delayed by Carrier,NV
100%,JFK,John F. Kennedy International,65,UA,United,New York,6/1/2013,1551,24.01,Delayed by Carrier,NY
100%,LGA,LaGuardia,76,UA,United,New York,6/1/2013,2324,30.7,Delayed by Carrier,NY
100%,DFW,Dallas/Fort Worth International,53,UA,United,Dallas/Fort Worth,6/1/2013,1470,27.6,Delayed by Carrier,TX
100%,IAH,George Bush Intercontinental,60,UA,United,Houston,6/1/2013,23404,387.27,Delayed by Carrier,TX
100%,SLC,Salt Lake City International,67,UA,United,Salt Lake City,6/1/2013,816,12.2,Delayed by Carrier,UT
100%,SEA,Seattle/Tacoma International,59,UA,United,Seattle,6/1/2013,6929,117.22,Delayed by Carrier,WA
100%,PHX,Phoenix Sky Harbor International,65,US,US Airways,Phoenix,6/1/2013,14449,222.08,Delayed by Carrier,AZ
100%,LAX,Los Angeles International,54,US,US Airways,Los Angeles,6/1/2013,3228,59.87,Delayed by Carrier,CA
100%,SFO,San Francisco International,68,US,US Airways,San Francisco,6/1/2013,3414,50.43,Delayed by Carrier,CA
100%,DEN,Denver International,60,US,US Airways,Denver,6/1/2013,3027,50.27,Delayed by Carrier,CO
100%,MCO,Orlando International,62,US,US Airways,Orlando,6/1/2013,4172,67.37,Delayed by Carrier,FL
100%,ATL,Hartsfield-Jackson Atlanta,51,US,US Airways,Atlanta,6/1/2013,1498,29.6,Delayed by Carrier,GA
100%,ORD,Chicago O'Hare International,63,US,US Airways,Chicago,6/1/2013,3669,58.46,Delayed by Carrier,IL
100%,BOS,Logan International,58,US,US Airways,Boston,6/1/2013,4472,77.08,Delayed by Carrier,MA
100%,BWI,Baltimore/Washington International,48,US,US Airways,Baltimore,6/1/2013,1802,37.26,Delayed by Carrier,MD
100%,DTW,Detroit Metro Wayne County,55,US,US Airways,Detroit,6/1/2013,1362,24.59,Delayed by Carrier,MI
100%,MSP,Minneapolis-St Paul International,52,US,US Airways,Minneapolis,6/1/2013,1359,26.11,Delayed by Carrier,MN
100%,CLT,Charlotte Douglas International,63,US,US Airways,Charlotte,6/1/2013,23225,370.55,Delayed by Carrier,NC
100%,EWR,Newark Liberty International,81,US,US Airways,Newark,6/1/2013,3154,39.01,Delayed by Carrier,NJ
100%,LAS,McCarran International,58,US,US Airways,Las Vegas,6/1/2013,2678,45.83,Delayed by Carrier,NV
100%,JFK,John F. Kennedy International,59,US,US Airways,New York,6/1/2013,1595,27.1,Delayed by Carrier,NY
100%,LGA,LaGuardia,55,US,US Airways,New York,6/1/2013,3857,70.27,Delayed by Carrier,NY
100%,DFW,Dallas/Fort Worth International,52,US,US Airways,Dallas/Fort Worth,6/1/2013,2620,50.29,Delayed by Carrier,TX
100%,IAH,George Bush Intercontinental,55,US,US Airways,Houston,6/1/2013,2032,37.23,Delayed by Carrier,TX
100%,SLC,Salt Lake City International,53,US,US Airways,Salt Lake City,6/1/2013,853,15.97,Delayed by Carrier,UT
100%,SEA,Seattle/Tacoma International,51,US,US Airways,Seattle,6/1/2013,2469,48.23,Delayed by Carrier,WA
100%,LAX,Los Angeles International,53,VX,Virgin,Los Angeles,6/1/2013,4384,82.36,Delayed by Carrier,CA
100%,SFO,San Francisco International,82,VX,Virgin,San Francisco,6/1/2013,4981,60.4,Delayed by Carrier,CA
100%,MCO,Orlando International,32,VX,Virgin,Orlando,6/1/2013,69,2.18,Delayed by Carrier,FL
100%,ORD,Chicago O'Hare International,42,VX,Virgin,Chicago,6/1/2013,514,12.17,Delayed by Carrier,IL
100%,BOS,Logan International,37,VX,Virgin,Boston,6/1/2013,625,16.75,Delayed by Carrier,MA
100%,EWR,Newark Liberty International,65,VX,Virgin,Newark,6/1/2013,331,5.1,Delayed by Carrier,NJ
100%,LAS,McCarran International,55,VX,Virgin,Las Vegas,6/1/2013,557,10.13,Delayed by Carrier,NV
100%,JFK,John F. Kennedy International,36,VX,Virgin,New York,6/1/2013,859,23.71,Delayed by Carrier,NY
100%,DFW,Dallas/Fort Worth International,51,VX,Virgin,Dallas/Fort Worth,6/1/2013,399,7.75,Delayed by Carrier,TX
100%,SEA,Seattle/Tacoma International,64,VX,Virgin,Seattle,6/1/2013,1000,15.68,Delayed by Carrier,WA
100%,PHX,Phoenix Sky Harbor International,50,WN,Southwest,Phoenix,6/1/2013,16131,324.73,Delayed by Carrier,AZ
100%,LAX,Los Angeles International,47,WN,Southwest,Los Angeles,6/1/2013,11092,235.99,Delayed by Carrier,CA
100%,SFO,San Francisco International,69,WN,Southwest,San Francisco,6/1/2013,6703,96.56,Delayed by Carrier,CA
100%,DEN,Denver International,45,WN,Southwest,Denver,6/1/2013,12556,281.58,Delayed by Carrier,CO
100%,MCO,Orlando International,61,WN,Southwest,Orlando,6/1/2013,12040,198.64,Delayed by Carrier,FL
100%,ATL,Hartsfield-Jackson Atlanta,46,WN,Southwest,Atlanta,6/1/2013,3353,72.63,Delayed by Carrier,GA
100%,BOS,Logan International,57,WN,Southwest,Boston,6/1/2013,4166,73.63,Delayed by Carrier,MA
100%,BWI,Baltimore/Washington International,60,WN,Southwest,Baltimore,6/1/2013,16487,276.92,Delayed by Carrier,MD
100%,DTW,Detroit Metro Wayne County,56,WN,Southwest,Detroit,6/1/2013,4364,78.43,Delayed by Carrier,MI
100%,MSP,Minneapolis-St Paul International,41,WN,Southwest,Minneapolis,6/1/2013,2771,67.36,Delayed by Carrier,MN
100%,CLT,Charlotte Douglas International,42,WN,Southwest,Charlotte,6/1/2013,774,18.23,Delayed by Carrier,NC
100%,EWR,Newark Liberty International,98,WN,Southwest,Newark,6/1/2013,5440,55.74,Delayed by Carrier,NJ
100%,LAS,McCarran International,51,WN,Southwest,Las Vegas,6/1/2013,15564,302.82,Delayed by Carrier,NV
100%,LGA,LaGuardia,84,WN,Southwest,New York,6/1/2013,3944,46.74,Delayed by Carrier,NY
100%,SLC,Salt Lake City International,48,WN,Southwest,Salt Lake City,6/1/2013,5384,111.24,Delayed by Carrier,UT
100%,SEA,Seattle/Tacoma International,50,WN,Southwest,Seattle,6/1/2013,6943,138.68,Delayed by Carrier,WA
100%,PHX,Phoenix Sky Harbor International,45,YV,Mesa,Phoenix,6/1/2013,1942,43.47,Delayed by Carrier,AZ
100%,ATL,Hartsfield-Jackson Atlanta,77,YV,Mesa,Atlanta,6/1/2013,1141,14.84,Delayed by Carrier,GA
100%,ORD,Chicago O'Hare International,79,YV,Mesa,Chicago,6/1/2013,2798,35.5,Delayed by Carrier,IL
,BWI,Baltimore/Washington International,,YV,Mesa,Baltimore,6/1/2013,0,0,Delayed by Carrier,MD
100%,DTW,Detroit Metro Wayne County,60,YV,Mesa,Detroit,6/1/2013,222,3.7,Delayed by Carrier,MI
100%,CLT,Charlotte Douglas International,62,YV,Mesa,Charlotte,6/1/2013,6536,105.74,Delayed by Carrier,NC
100%,LGA,LaGuardia,99,YV,Mesa,New York,6/1/2013,317,3.19,Delayed by Carrier,NY
100%,DFW,Dallas/Fort Worth International,71,YV,Mesa,Dallas/Fort Worth,6/1/2013,253,3.58,Delayed by Carrier,TX
100%,DEN,Denver International,47,9E,Pinnacle,Denver,6/1/2013,157,3.34,Delayed by Late Aircraft,CO
100%,ATL,Hartsfield-Jackson Atlanta,91,9E,Pinnacle,Atlanta,6/1/2013,6087,66.86,Delayed by Late Aircraft,GA
100%,ORD,Chicago O'Hare International,70,9E,Pinnacle,Chicago,6/1/2013,2485,35.47,Delayed by Late Aircraft,IL
100%,BOS,Logan International,90,9E,Pinnacle,Boston,6/1/2013,2650,29.52,Delayed by Late Aircraft,MA
100%,BWI,Baltimore/Washington International,105,9E,Pinnacle,Baltimore,6/1/2013,1920,18.31,Delayed by Late Aircraft,MD
100%,DTW,Detroit Metro Wayne County,74,9E,Pinnacle,Detroit,6/1/2013,46689,629.47,Delayed by Late Aircraft,MI
100%,MSP,Minneapolis-St Paul International,64,9E,Pinnacle,Minneapolis,6/1/2013,16658,261.64,Delayed by Late Aircraft,MN
100%,CLT,Charlotte Douglas International,66,9E,Pinnacle,Charlotte,6/1/2013,1138,17.32,Delayed by Late Aircraft,NC
100%,EWR,Newark Liberty International,95,9E,Pinnacle,Newark,6/1/2013,320,3.36,Delayed by Late Aircraft,NJ
100%,JFK,John F. Kennedy International,84,9E,Pinnacle,New York,6/1/2013,8714,103.62,Delayed by Late Aircraft,NY
100%,LGA,LaGuardia,69,9E,Pinnacle,New York,6/1/2013,512,7.41,Delayed by Late Aircraft,NY
100%,DFW,Dallas/Fort Worth International,88,9E,Pinnacle,Dallas/Fort Worth,6/1/2013,662,7.53,Delayed by Late Aircraft,TX
100%,IAH,George Bush Intercontinental,89,9E,Pinnacle,Houston,6/1/2013,595,6.68,Delayed by Late Aircraft,TX
100%,SLC,Salt Lake City International,67,9E,Pinnacle,Salt Lake City,6/1/2013,1568,23.34,Delayed by Late Aircraft,UT
100%,PHX,Phoenix Sky Harbor International,65,AA,American,Phoenix,6/1/2013,3318,50.69,Delayed by Late Aircraft,AZ
100%,LAX,Los Angeles International,80,AA,American,Los Angeles,6/1/2013,19760,248.1,Delayed by Late Aircraft,CA
100%,SFO,San Francisco International,86,AA,American,San Francisco,6/1/2013,7375,85.48,Delayed by Late Aircraft,CA
100%,DEN,Denver International,66,AA,American,Denver,6/1/2013,3687,55.93,Delayed by Late Aircraft,CO
100%,MCO,Orlando International,72,AA,American,Orlando,6/1/2013,6439,90.05,Delayed by Late Aircraft,FL
100%,ATL,Hartsfield-Jackson Atlanta,70,AA,American,Atlanta,6/1/2013,4130,58.85,Delayed by Late Aircraft,GA
100%,ORD,Chicago O'Hare International,87,AA,American,Chicago,6/1/2013,48788,559.4,Delayed by Late Aircraft,IL
100%,BOS,Logan International,69,AA,American,Boston,6/1/2013,7910,114.68,Delayed by Late Aircraft,MA
100%,BWI,Baltimore/Washington International,66,AA,American,Baltimore,6/1/2013,2752,41.58,Delayed by Late Aircraft,MD
100%,DTW,Detroit Metro Wayne County,69,AA,American,Detroit,6/1/2013,1753,25.44,Delayed by Late Aircraft,MI
100%,MSP,Minneapolis-St Paul International,84,AA,American,Minneapolis,6/1/2013,4050,48.35,Delayed by Late Aircraft,MN
100%,CLT,Charlotte Douglas International,57,AA,American,Charlotte,6/1/2013,1703,29.8,Delayed by Late Aircraft,NC
100%,EWR,Newark Liberty International,91,AA,American,Newark,6/1/2013,2713,29.89,Delayed by Late Aircraft,NJ
100%,LAS,McCarran International,64,AA,American,Las Vegas,6/1/2013,6358,99.92,Delayed by Late Aircraft,NV
100%,JFK,John F. Kennedy International,98,AA,American,New York,6/1/2013,6783,69.36,Delayed by Late Aircraft,NY
100%,LGA,LaGuardia,83,AA,American,New York,6/1/2013,9432,114.06,Delayed by Late Aircraft,NY
100%,DFW,Dallas/Fort Worth International,75,AA,American,Dallas/Fort Worth,6/1/2013,127300,1699.38,Delayed by Late Aircraft,TX
100%,IAH,George Bush Intercontinental,62,AA,American,Houston,6/1/2013,2441,39.34,Delayed by Late Aircraft,TX
100%,SLC,Salt Lake City International,66,AA,American,Salt Lake City,6/1/2013,1604,24.45,Delayed by Late Aircraft,UT
100%,SEA,Seattle/Tacoma International,67,AA,American,Seattle,6/1/2013,3866,57.62,Delayed by Late Aircraft,WA
100%,PHX,Phoenix Sky Harbor International,55,AS,Alaska,Phoenix,6/1/2013,94,1.72,Delayed by Late Aircraft,AZ
100%,LAX,Los Angeles International,49,AS,Alaska,Los Angeles,6/1/2013,740,15.01,Delayed by Late Aircraft,CA
100%,SFO,San Francisco International,81,AS,Alaska,San Francisco,6/1/2013,848,10.41,Delayed by Late Aircraft,CA
100%,DEN,Denver International,43,AS,Alaska,Denver,6/1/2013,85,2,Delayed by Late Aircraft,CO
100%,MCO,Orlando International,20,AS,Alaska,Orlando,6/1/2013,3,0.15,Delayed by Late Aircraft,FL
